tau_D,dtau_D,N,dN,D,dD,offset,doffset,cpp_peak,cpp_average,count_rate,psf_radius,chi_squared,BIC,Filename
0.008849391313893364,0.0006167743207057292,5.840523813477197,0.10030109866935807,2.3758696224667086,0.16559052713395914,-0.0011651808634015098,0.0008064106160474107,522.3792950844394,261.1896475422197,3050.9687126081,0.29,1.457108419796737,-956.6741913638382,../Data/20240501_104521zScanFCS_22a6cfdf448dc03f61c990bfe39fa654_R1_P34_K1_ap_corr_ch2ch2
0.0014531323169374559,2.0152076542019623e-05,0.988501286822059,0.0029796595316335522,14.468744349661954,0.20065292073044663,-0.006346029683649652,0.0008293556658066056,20884.633780186807,10442.316890093403,20644.4873665221,0.29,0.448632026014429,-1189.9194201321743,../Data/20240501_104521zScanFCS_22a6cfdf448dc03f61c990bfe39fa654_R1_P27_K1_ap_corr_ch2ch2
0.013990304536566876,0.0026240140922093066,15.20842217125948,0.9836369072104653,1.5028264713642459,0.2818693352026674,0.0011232295505292915,0.0006794539981619393,110.45535244268957,55.22767622134479,1679.85163102368,0.29,1.2315872238035317,-989.9679258407504,../Data/20240501_104521zScanFCS_22a6cfdf448dc03f61c990bfe39fa654_R1_P45_K1_ap_corr_ch2ch2
0.0020416408654072016,5.034719414655267e-05,1.631103984714269,0.011128583994376112,10.298089324248807,0.2539525493104225,0.004566532879569482,0.000718323942250011,6947.265746881827,3473.6328734409135,11331.7128426079,0.29,0.49764261080484173,-1169.3909464836897,../Data/20240501_104521zScanFCS_22a6cfdf448dc03f61c990bfe39fa654_R1_P40_K1_ap_corr_ch2ch2
0.007434695517816658,0.00029423474628575866,5.07370283348558,0.043889930916132094,2.8279571032351294,0.11191893989247788,0.00021547334931651914,0.0006283862117710707,2125.226146747612,1062.613073373806,10782.765922551,0.29,0.8740336517749424,-1057.8700783622164,../Data/20240501_104521zScanFCS_22a6cfdf448dc03f61c990bfe39fa654_R1_P14_K1_ap_corr_ch2ch2
0.0021508596344797667,6.22809315197526e-05,2.348696930649821,0.014538434847543982,9.775161364765378,0.2830524808750419,0.0051544561124424485,0.0005206718105549372,7390.737330350086,3695.368665175043,17358.6020830323,0.29,0.6134702954233257,-1127.9595109612435,../Data/20240501_104521zScanFCS_22a6cfdf448dc03f61c990bfe39fa654_R1_P5_K1_ap_corr_ch2ch2
0.006847920776318274,0.0005671129544515503,5.252673528150634,0.11836703267050021,3.070275005620598,0.2542658985538651,0.01051787874014794,0.001076889709184119,736.0125346553637,368.0062673276818,3866.03355717128,0.29,0.5563380673543823,-1147.3151396559915,../Data/20240501_104521zScanFCS_22a6cfdf448dc03f61c990bfe39fa654_R1_P11_K1_ap_corr_ch2ch2
0.00586490878970031,0.0003874442813802846,5.075929131048061,0.10928191852815115,3.584880985178007,0.23682237643240703,0.004780951064821154,0.0007298865022351776,638.5376516155129,319.26882580775646,3241.1718671062,0.29,0.7714197897510872,-1082.5975416681981,../Data/20240501_104521zScanFCS_22a6cfdf448dc03f61c990bfe39fa654_R1_P43_K1_ap_corr_ch2ch2
0.011904603393137297,0.0006009824662909353,9.586741220064653,0.1367241703015283,1.766123515893052,0.0891595655314061,-0.0014433537385482407,0.0005626373503331601,850.7754107900583,425.3877053950292,8156.16369963849,0.29,0.9016620450264679,-1051.7081403906627,../Data/20240501_104521zScanFCS_22a6cfdf448dc03f61c990bfe39fa654_R1_P3_K1_ap_corr_ch2ch2
0.006800849138321098,0.0008743681803608423,9.004866800302647,0.3867704611675658,3.09152571574178,0.39746973644517625,0.006702208330114438,0.0009483142950095365,257.24326460409117,128.62163230204558,2316.44133303485,0.29,1.002384542099643,-1030.740493674496,../Data/20240501_104521zScanFCS_22a6cfdf448dc03f61c990bfe39fa654_R1_P44_K1_ap_corr_ch2ch2
0.003533566581392623,0.00012153297105134201,3.3958317852955013,0.03996895512606547,5.950078911973914,0.2046461419377391,0.003631422868621301,0.000538902474437062,1588.3358641113182,794.1679320556591,5393.72141307401,0.29,0.8859951136274329,-1055.1787519955544,../Data/20240501_104521zScanFCS_22a6cfdf448dc03f61c990bfe39fa654_R1_P21_K1_ap_corr_ch2ch2
0.0019157167764687728,2.7190774998524013e-05,1.3512760034595312,0.005489166701216532,10.975004373431041,0.1557740049005855,0.0002003729769304499,0.0007453292577578949,14398.72393197109,7199.361965985545,19456.650129711,0.29,0.6723762654947549,-1109.8056318857216,../Data/20240501_104521zScanFCS_22a6cfdf448dc03f61c990bfe39fa654_R1_P7_K1_ap_corr_ch2ch2
0.029738586457810776,0.006058825207518321,14.59505250469601,0.7797741212656766,0.706993926218636,0.1440402228872837,0.004642713604281729,0.0012023332935081643,93.77119253167466,46.88559626583733,1368.59547842775,0.29,1.433191954502881,-959.9510606163449,../Data/20240501_104521zScanFCS_22a6cfdf448dc03f61c990bfe39fa654_R1_P36_K1_ap_corr_ch2ch2
0.005581557190787396,0.0003122247588268812,5.446609419275742,0.09656238194005663,3.7668699399340886,0.21071360882396228,-0.0017444268257169526,0.0007255796971402759,653.9416547886708,326.9708273943354,3561.76477662874,0.29,1.091762354847741,-1013.8290114704971,../Data/20240501_104521zScanFCS_22a6cfdf448dc03f61c990bfe39fa654_R1_P22_K1_ap_corr_ch2ch2
0.001890263117291026,4.1231595948891275e-05,1.7606744196492456,0.011398724585750529,11.122790159568552,0.2426172237550073,-0.0026273158393152474,0.0007590990790712539,9422.605285617552,4711.302642808776,16590.1400928386,0.29,0.4891988584331522,-1172.7793403100068,../Data/20240501_104521zScanFCS_22a6cfdf448dc03f61c990bfe39fa654_R1_P15_K1_ap_corr_ch2ch2
0.012415630066802673,0.0013831231526776988,9.975074883445316,0.3402991136057966,1.6934299658474319,0.1886510938711439,-0.0027448615100883447,0.000666835633286597,234.99628966949103,117.49814483474552,2344.10558678498,0.29,1.0730006681630357,-1017.2611718873623,../Data/20240501_104521zScanFCS_22a6cfdf448dc03f61c990bfe39fa654_R1_P23_K1_ap_corr_ch2ch2
0.0014025723715022059,2.458140329736514e-05,1.1326954899450556,0.005518534982566913,14.990313817091279,0.2627193840253157,-0.0016634955033732136,0.0006155052347856936,21523.80947676618,10761.90473838309,24379.9219207697,0.29,0.2917138429300456,-1275.1444965277815,../Data/20240501_104521zScanFCS_22a6cfdf448dc03f61c990bfe39fa654_R1_P17_K1_ap_corr_ch2ch2
0.00559734501901771,0.00015798572025555477,3.7990095265178225,0.03004735763941913,3.756245135607117,0.10602045991252065,-0.0011195248281145136,0.0006108726695009177,3071.118930145348,1535.559465072674,11667.2100726914,0.29,0.9154179496529443,-1048.7102303845616,../Data/20240501_104521zScanFCS_22a6cfdf448dc03f61c990bfe39fa654_R1_P25_K1_ap_corr_ch2ch2
0.002169584634340447,3.893426535526213e-05,1.689297919278865,0.0071245468970000435,9.690795033857526,0.17390609215222694,-0.0007633611277855002,0.0006011476893167502,10109.603324716749,5054.801662358374,17078.1318611787,0.29,1.0862258811693442,-1014.8356506537605,../Data/20240501_104521zScanFCS_22a6cfdf448dc03f61c990bfe39fa654_R1_P26_K1_ap_corr_ch2ch2
0.0014848781046778593,3.575608329610329e-05,0.9206215790330861,0.005700346231081478,14.159411424927248,0.34096071100956304,0.0032750713786281398,0.0010042854327326656,24121.200035068836,12060.600017534418,22206.497264458,0.29,0.3556443617808914,-1235.909229164716,../Data/20240501_104521zScanFCS_22a6cfdf448dc03f61c990bfe39fa654_R1_P38_K1_ap_corr_ch2ch2
0.020789623988011714,0.002658122041093084,17.64685851565997,0.6102141207131595,1.0113218022665544,0.12930569474430437,0.0002796407929117565,0.0008758978073997243,302.50756621964183,151.25378310982092,5338.30822099466,0.29,1.1416829332193597,-1004.9763916434887,../Data/20240501_104521zScanFCS_22a6cfdf448dc03f61c990bfe39fa654_R1_P2_K1_ap_corr_ch2ch2
0.002585260119331151,6.961044818346618e-05,2.0237058686254925,0.012455178184182328,8.13264392344377,0.21897873416850883,0.00755491714269157,0.0008132396702971327,6248.193377192204,3124.096688596102,12644.5056057308,0.29,0.5703518963833142,-1142.3894168057245,../Data/20240501_104521zScanFCS_22a6cfdf448dc03f61c990bfe39fa654_R1_P8_K1_ap_corr_ch2ch2
0.0013075741653689782,2.0291973276411527e-05,1.1829140047743139,0.004979156429517889,16.07939385531302,0.24953279060911648,0.003970848995920437,0.0005891493190787372,17997.407936097912,8998.703968048956,21289.3858972466,0.29,0.589154899117477,-1135.9671673565297,../Data/20240501_104521zScanFCS_22a6cfdf448dc03f61c990bfe39fa654_R1_P16_K1_ap_corr_ch2ch2
0.014651632259825683,0.0019371319138923636,11.152493413410212,0.3935466343254123,1.4349937008486005,0.18972439690357115,0.0013642450810438314,0.0009999416285083873,217.10950934028307,108.55475467014153,2421.31237290623,0.29,1.1617510709578893,-1001.5262456408241,../Data/20240501_104521zScanFCS_22a6cfdf448dc03f61c990bfe39fa654_R1_P12_K1_ap_corr_ch2ch2
0.0013300060694061565,1.915116653342692e-05,1.0319358313185858,0.0034029222337217863,15.808198536558255,0.22762711368849448,0.003633948863918231,0.0008019114050440019,21708.124659228546,10854.062329614273,22401.3916665885,0.29,0.46891555105126076,-1181.1639235031494,../Data/20240501_104521zScanFCS_22a6cfdf448dc03f61c990bfe39fa654_R1_P37_K1_ap_corr_ch2ch2
0.0034946231798858554,0.00015257955464775445,2.9812458833567845,0.03285378488685652,6.016385434920264,0.2626828024071408,0.01969169743411627,0.000961084686042014,1997.5943293250964,998.7971646625482,5955.3198709173,0.29,0.7472239355270729,-1088.907362057982,../Data/20240501_104521zScanFCS_22a6cfdf448dc03f61c990bfe39fa654_R1_P10_K1_ap_corr_ch2ch2
0.0016207791207234938,2.328117063112849e-05,1.0777327300851007,0.0035217793730177582,12.972156249529377,0.1863344481906587,0.003332509401670226,0.0006518527455949693,18572.838411068984,9286.419205534492,20016.5558461908,0.29,0.8608850948053008,-1060.8713303017062,../Data/20240501_104521zScanFCS_22a6cfdf448dc03f61c990bfe39fa654_R1_P29_K1_ap_corr_ch2ch2
0.003094400177226277,6.716418889976395e-05,2.143027343251439,0.013152940553271401,6.794531668766303,0.14747582159703257,0.015731959469614344,0.0008322724445321852,4163.292066914401,2081.6460334572007,8922.04873733936,0.29,0.9931573444520649,-1032.571573410102,../Data/20240501_104521zScanFCS_22a6cfdf448dc03f61c990bfe39fa654_R1_P31_K1_ap_corr_ch2ch2
0.0023939977971119235,5.2364815696734186e-05,1.4811573116479666,0.0071889320668255055,8.782380679449323,0.1921003211501378,0.013606551383167407,0.0009724526777261067,9037.149927610848,4518.574963805424,13385.4406917397,0.29,0.9138656759411864,-1049.0462638617098,../Data/20240501_104521zScanFCS_22a6cfdf448dc03f61c990bfe39fa654_R1_P30_K1_ap_corr_ch2ch2
0.0028827574106965693,0.00011528638181189838,1.9418536471919892,0.01796540804630483,7.293364305295348,0.2916740683325064,0.01167390199334392,0.001139555115578375,4041.901117756821,2020.9505588784104,7848.78042710546,0.29,0.4695609188015509,-1180.8916037619408,../Data/20240501_104521zScanFCS_22a6cfdf448dc03f61c990bfe39fa654_R1_P41_K1_ap_corr_ch2ch2
0.058340279925660335,0.014548054464208872,26.859761124494025,1.8542083914121905,0.36038565510468834,0.08986775766697279,-0.001116275085932616,0.0013887236591201095,140.6058217932671,70.30291089663355,3776.63878608033,0.29,0.979953113474588,-1035.2216802527894,../Data/20240501_104521zScanFCS_22a6cfdf448dc03f61c990bfe39fa654_R1_P1_K1_ap_corr_ch2ch2
0.0025349274981172954,8.808024381122574e-05,2.5169682553226664,0.02209694271605498,8.294122816378529,0.2881929997640774,0.015691657288786316,0.0008914056692114724,2927.5700805266974,1463.7850402633487,7368.60095791812,0.29,0.811871796942806,-1072.477812676608,../Data/20240501_104521zScanFCS_22a6cfdf448dc03f61c990bfe39fa654_R1_P20_K1_ap_corr_ch2ch2
0.0,0.003929272247650952,2029.0,0.0,inf,inf,0.0031643579966919716,0.0005377769990866813,0.3413770700417984,0.1706885350208992,692.654075114809,0.29,1.1636978623959686,-1001.1947270344492,../Data/20240501_104521zScanFCS_22a6cfdf448dc03f61c990bfe39fa654_R1_P48_K1_ap_corr_ch2ch2
