z_center,dz_center,acr_offset,dacr_offset,acr_max,dacr_max,acr_scale,dacr_scale,w0,dw0,wavelength,D,dD,tau_diff_minimum,dtau_diff_minimum,parabola_scale,dparabola_scale,N_minimum,dN_minimum,cmps_max,dcmps_max,data_points_in_fit,x_position_um,y_position_um,Filename
2081.02511683616,0.0270453363980214,4414.583036554591,4284.366244220141,7548.096696793683,1473.2493126175652,0.17159353040140077,0.1580868422106871,0.24458956631127782,0.014059372379460562,0.561,10.327088976247966,2.0894743081389224,0.001448231347815748,0.00029301986266044833,4.962090404749352,5.4172228305885863e-05,1.1803788660501902,0.0820673834578912,6394.638970495373,1692.7112629268527,7,64591.62257162076,32259.32885235964,20240501_104521zScanFCS_22a6cfdf448dc03f61c990bfe39fa654_R1_P1_K1_ap_corr_ch2ch2
2080.5312783975837,0.02220820118035739,1569.587634915597,12286.77079196274,9295.821858088173,2060.4749462133304,0.3408767003101304,0.4218606208699543,0.26953546286671565,0.013711468060681511,0.561,14.491786116384157,2.156037783195615,0.0012532852258397356,0.00018645943835565848,3.364749414393951,2.2533305120716046e-05,1.0702923404399214,0.06466317468012357,8685.311019106535,2449.886475610263,6,64592.931662529845,32259.26171949251,20240501_104521zScanFCS_22a6cfdf448dc03f61c990bfe39fa654_R1_P13_K1_ap_corr_ch2ch2
2080.3328283518135,0.025983279118230042,5.4308188923162686e-08,6458.2872496732225,9651.304159836598,3779.0237763899777,0.4187141059246094,0.3426259510335513,0.2943536036000518,0.012737532019320796,0.561,15.773539974046624,2.322811979137953,0.0013732498236746207,0.00020222481104615114,2.365587149995364,8.294738125027116e-06,0.9195806747652555,0.04809913685832731,10495.33164917838,4658.471287308091,8,64594.17362057181,32259.429551660345,20240501_104521zScanFCS_22a6cfdf448dc03f61c990bfe39fa654_R1_P25_K1_ap_corr_ch2ch2
2079.980352915487,0.026033821698656482,381.06515056912394,1700.8546061943443,7526.603620315933,1123.9446109170574,0.3143922778386491,0.10104718247461393,0.3284400237999082,0.010753578507568473,0.561,19.53588763045123,1.657396584260765,0.001380444688184264,0.0001171149401674087,1.526131936501194,1.7537990125643398e-06,0.9621197744796376,0.02100964803584935,7822.938286853833,1339.0243347059409,6,64595.449145047336,32259.395985226776,20240501_104521zScanFCS_22a6cfdf448dc03f61c990bfe39fa654_R1_P37_K1_ap_corr_ch2ch2
