z[um],ACR,ACR fit,tau_diff,dtau_diff,tau_diff fit,N,dN,N fit
2079.82,22401.3916665885,21390.845730825175,0.0013300060694061,1.915116653342692e-05,0.0014346154335999855,1.0319358313185858,0.0034029222337217,0.9998748151624491
2080.07,22206.497264458,22542.660981955138,0.0014848781046778,3.575608329610329e-05,0.0013973757201945038,0.920621579033086,0.0057003462310814,0.9739200884211007
2080.32,16079.8223592006,17008.169826616926,0.0017868280333727,2.6478752482739652e-05,0.0016234785974404515,1.099072739327955,0.0039404227500555,1.13150557600134
2080.57,11331.7128426079,11173.691493527815,0.0020416408654072,5.034719414655267e-05,0.0021129240653378293,1.631103984714269,0.0111285839943761,1.472631277903167
2080.82,7848.78042710546,7390.62169745156,0.0028827574106965,0.0001152863818118,0.002865712123886636,1.9418536471919887,0.0179654080463048,1.9972971941265811
2081.07,4920.0663880958,5139.291699597084,0.0038223339649259,0.0001606059652621,0.0038818427730868735,2.571588916878965,0.0322367875919011,2.705503324671584
2081.32,3241.1718671062,3769.1071726895816,0.0058649087897003,0.0003874442813802,0.00516131601293854,5.075929131048061,0.1092819185281511,3.597249669538174
2081.57,2316.44133303485,2895.8865712053225,0.006800849138321,0.0008743681803608,0.006704131843441637,9.004866800302647,0.3867704611675658,4.672536228726352
2081.82,1679.85163102368,2312.9738461018446,0.0139903045365668,0.0026240140922093,0.008510290264596163,15.20842217125948,0.9836369072104652,5.931363002236117
2082.07,1176.51500840979,1907.557820976799,0.0093863018604299,0.0029034446355732,0.01057979127640212,15.989962513155824,1.659344001982342,7.373729990067471
2082.32,870.432014489493,1615.5360928650373,0.0014288760850127,0.0018666954345421,0.012912634878859505,30.311168827303955,23.431615614269944,8.99963719222041
2082.57,692.654075114809,1398.8518106687093,0.0,0.0039292722476509,0.015508821071968321,2029.0,23.431615614269944,10.80908460869494
