tau,G,sigma G,cc Fit
1.01333333333333e-05,0.451884101479716,0.0204596821457784,0.4365950709566321
1.06666666666667e-05,0.413556291628828,0.0232106479965402,0.43642967933087085
1.12e-05,0.413871784875976,0.0167659185330027,0.43626441249021486
1.17333333333333e-05,0.445259650858395,0.0228054842186384,0.4360992702934951
1.25333333333333e-05,0.433824444140066,0.0141918414026985,0.43585179039751215
1.36e-05,0.432878153840873,0.0148794267489597,0.4355222521428344
1.46666666666667e-05,0.405591320267904,0.0186014618342124,0.4351932099335834
1.57333333333333e-05,0.441237880709425,0.0199907965838032,0.43486466265057466
1.68e-05,0.429802690607283,0.0147548257691294,0.43453660917798853
1.78666666666667e-05,0.431853228636387,0.015527040637764,0.4342090484033565
1.89333333333333e-05,0.441001519552766,0.0124521821850873,0.43388197921754956
2e-05,0.445339112157489,0.018056251082358,0.433555400514765
2.10666666666667e-05,0.424755704308174,0.0160966011792919,0.4332293111925144
2.21333333333333e-05,0.417973482215889,0.0160084662708743,0.43290371015161083
2.32e-05,0.439030228583592,0.0138602926285652,0.4325785962961571
2.42666666666667e-05,0.446285787772622,0.0168479697372457,0.43225396853353243
2.58666666666667e-05,0.433391648324751,0.0155786884306878,0.4317679359315748
2.8e-05,0.431025882591787,0.0182556188617115,0.4311215836471228
3.01333333333333e-05,0.43678310451258,0.01869371241912,0.43047715623093746
3.22666666666667e-05,0.430592436037566,0.0130696849894932,0.4298346450972777
3.44e-05,0.430040540778111,0.0142864933177851,0.4291940417113877
3.65333333333333e-05,0.430198421292377,0.0142594732084533,0.42855533758911946
3.86666666666667e-05,0.44064805336429,0.0186037396118673,0.4279185242965583
4.08e-05,0.42653155018135,0.0183759578730513,0.42728359344965144
4.29333333333333e-05,0.42795125458267,0.0184977920319443,0.4266505367138402
4.50666666666667e-05,0.434812576776492,0.0139227815868765,0.42601934580369505
4.72e-05,0.429962591978915,0.0105943355681376,0.42539001248255465
4.93333333333333e-05,0.416753018074865,0.0135281366068625,0.42476252856216706
5.25333333333333e-05,0.422806060673285,0.0116139146877084,0.4238247525143685
5.68e-05,0.418685716661526,0.0135845456140876,0.4225807817771351
6.10666666666667e-05,0.424107925138076,0.0130504159213372,0.42134406365935284
6.53333333333333e-05,0.423635044340626,0.0135487138873404,0.4201145349188607
6.96e-05,0.419416117720769,0.0165847661414449,0.4188921330466543
7.38666666666667e-05,0.419041815889572,0.0128552720405574,0.41767679625629217
7.81333333333333e-05,0.419495587494444,0.0130512355479843,0.4164684634734859
8.24e-05,0.420442260347943,0.0160932414323413,0.41526707432586835
8.66666666666667e-05,0.410919712963348,0.0118893211638612,0.4140725691329396
9.09333333333333e-05,0.41504066853991,0.0165078227375867,0.4128848888961841
9.52e-05,0.413680562635066,0.0146611158408575,0.41170397528935604
9.94666666666667e-05,0.411866986792327,0.0108823844336272,0.4105297706489322
0.0001058666666666,0.413484155950905,0.0170731322095192,0.4087809184669111
0.0001144,0.408447302200445,0.0132256733171974,0.40647207022086684
0.0001229333333333,0.404977872683463,0.0133194057256636,0.40418905232295904
0.0001314666666666,0.403933519346126,0.0131552462672586,0.40193143371704315
0.00014,0.39843332674734,0.0144005469400757,0.3996987928851878
0.0001485333333333,0.393771064019326,0.0122283248116277,0.3974907175853817
0.0001570666666666,0.397468430415411,0.0128861251533727,0.3953068045976197
0.0001656,0.399963116389176,0.0116650274036125,0.393146659478511
0.0001741333333333,0.391929389665931,0.0123335973975176,0.3910098963238526
0.0001826666666666,0.38827263939914,0.0125547151291307,0.38889613753864755
0.0001912,0.389367478031089,0.0132278892526128,0.38680501361473574
0.0001997333333333,0.376296258167988,0.0166942989091753,0.3847361629155272
0.0002125333333333,0.378746873192703,0.0142467561732595,0.38167387689117954
0.0002296,0.380177473320527,0.0117593577654923,0.3776655434150252
0.0002466666666666,0.375510839760399,0.0120546261113116,0.37374016806654314
0.0002637333333333,0.363135155839477,0.0151871018360799,0.3698952018199454
0.0002808,0.363151106246247,0.0134730281018898,0.3661281990214668
0.0002978666666666,0.359810364332552,0.0115462161829195,0.36243681220176693
0.0003149333333333,0.358825711153918,0.0130451960920895,0.3588187871976278
0.000332,0.354168897606035,0.016745376513801,0.35527195856182925
0.0003490666666666,0.35252374171234,0.0129231519040714,0.3517942452411723
0.0003661333333333,0.345900211728188,0.0128528969189247,0.348383646504729
0.0003832,0.346256254352354,0.0128697322497193,0.34503823810575274
0.0004002666666666,0.342560586516289,0.0130219440807423,0.3417561686614115
0.0004258666666666,0.338412006877302,0.0119469498339725,0.3369479452429139
0.00046,0.330813613389565,0.0120848142857677,0.3307425825121363
0.0004941333333333,0.324008781001265,0.0119804002645807,0.32476056461974945
0.0005282666666666,0.321748574428471,0.013131524583581,0.3189900467091738
0.0005624,0.316676292131618,0.0120696234521663,0.31342000694698163
0.0005965333333333,0.307919462416898,0.0119936364479331,0.3080401762602163
0.0006306666666666,0.299941407827887,0.0109650648099723,0.30284097515085034
0.0006648,0.2981962413506,0.0119292126617527,0.2978134567697283
0.0006989333333333,0.291125108834036,0.0134353835136113,0.29294925553817436
0.0007330666666666,0.285456301305322,0.0117147336370267,0.28824054069647326
0.0007672,0.281626058315049,0.0109691507256254,0.28367997423693425
0.0008013333333333,0.278875294365222,0.0106607488650389,0.27926067274605976
