tau,G,sigma G,cc Fit
1.01333333333333e-05,0.533646734835805,0.0288789999045626,0.5427051287940127
1.06666666666667e-05,0.558361549607719,0.0359904353688762,0.5425127600758479
1.12e-05,0.565395796223775,0.0247679595318245,0.5423205285118188
1.17333333333333e-05,0.579274134806789,0.0360726633845389,0.5421284339552964
1.25333333333333e-05,0.539350328762301,0.0212466346787413,0.5418405486893512
1.36e-05,0.535072853217288,0.0302554330956451,0.541457179829525
1.46666666666667e-05,0.562449305470661,0.0215619914333826,0.5410743563709323
1.57333333333333e-05,0.552943704134193,0.0234694094617812,0.540692077150524
1.68e-05,0.551232763626879,0.0316734374633465,0.5403103410085566
1.78666666666667e-05,0.569198592297715,0.0331573135415162,0.5399291467885787
1.89333333333333e-05,0.543058038970525,0.026531795787156,0.5395484933374202
2e-05,0.536594254314511,0.0264430182026128,0.5391683795051805
2.10666666666667e-05,0.531841492665454,0.0256055188874855,0.5387888041452169
2.21333333333333e-05,0.547716072838754,0.0291638620593835,0.5384097661141332
2.32e-05,0.534978533174176,0.0306455172141799,0.5380312642717681
2.42666666666667e-05,0.53754515099545,0.0278069331015927,0.5376532974811834
2.58666666666667e-05,0.533030071494969,0.0207346101183068,0.5370873480382453
2.8e-05,0.526471308575698,0.0276305544591254,0.5363346109075938
3.01333333333333e-05,0.542441033139855,0.0265627149081912,0.5355839936806894
3.22666666666667e-05,0.542393669205257,0.0239273669858386,0.5348354874148231
3.44e-05,0.53730828768459,0.0221123249900221,0.5340890832175146
3.65333333333333e-05,0.540255216976744,0.0253839872951266,0.53334477224616
3.86666666666667e-05,0.536880859345226,0.0227694100963349,0.5326025457076822
4.08e-05,0.528991295117678,0.0281327084123959,0.5318623948581859
4.29333333333333e-05,0.522099827454522,0.0227805730473373,0.5311243110026125
4.50666666666667e-05,0.539638003747058,0.015268856072987,0.5303882854944009
4.72e-05,0.527470872458471,0.0196494667239582,0.5296543097351493
4.93333333333333e-05,0.521672558001129,0.0182038102337206,0.5289223751742805
5.25333333333333e-05,0.529681355538652,0.0230231282472893,0.5278282819923527
