tau,G,sigma G,cc Fit
1.01333333333333e-05,0.151233881429344,0.227625075248603,0.03888922860564092
1.06666666666667e-05,-0.299248923051334,0.3465389483129,0.03888861464710138
1.12e-05,0.201287592518845,0.196616174442489,0.03888800071057508
1.17333333333333e-05,0.101180322508075,0.198524256421091,0.038887386796060824
1.25333333333333e-05,0.0761535400441258,0.149601038901471,0.03888646596555946
1.36e-05,-0.12406102533878,0.138866672856997,0.03888523826858878
1.46666666666667e-05,0.226314629931373,0.180208462832273,0.03888401065964501
1.57333333333333e-05,0.201287864819962,0.153808009228176,0.03888278313871867
1.68e-05,-0.0239535577761997,0.126074976909616,0.03888155570580032
1.78666666666667e-05,-0.0489803389053154,0.271092981934157,0.03888032836088047
1.89333333333333e-05,-0.0740071227040455,0.128673628025034,0.03887910110394968
2e-05,0.251341792816124,0.152191803469973,0.03887787393499846
2.10666666666667e-05,0.15123451079211,0.115260058184545,0.03887664685401738
2.21333333333333e-05,0.301395603349052,0.17110960287523,0.038875419860996956
2.32e-05,-0.0990337650128585,0.228208033598753,0.038874192955927755
2.42666666666667e-05,-0.374328970110883,0.105924258061702,0.03887296613880029
2.58666666666667e-05,0.138721365499041,0.106033953416588,0.03887112607797921
2.8e-05,0.0010738346961403,0.102377682317346,0.03886867297125901
3.01333333333333e-05,0.0886679113606514,0.0963169223151274,0.03886622021613567
3.22666666666667e-05,0.17626200671255,0.116743863289122,0.038863767812533624
3.44e-05,-0.0740064065778584,0.148249059841352,0.038861315760377296
3.65333333333333e-05,0.163748829384293,0.110771645148969,0.038858864059591144
3.86666666666667e-05,-0.261707653142042,0.0456995936027922,0.038856412710099646
4.08e-05,0.188775939544616,0.0619625380147663,0.03885396171182732
4.29333333333333e-05,-0.0114388500863406,0.0699968932307204,0.038851511064698675
4.50666666666667e-05,0.113695591485939,0.110016062041842,0.03884906076863827
4.72e-05,-0.0865192488678813,0.077857144145222,0.03884661082357065
4.93333333333333e-05,-0.0364654062991387,0.168572546387863,0.03884416122942043
5.25333333333333e-05,0.0448720967182556,0.094857008538536,0.03884048749600028
5.68e-05,0.207547052030193,0.103778520588737,0.0388355904122808
6.10666666666667e-05,0.0261023771115589,0.0853549833514402,0.038830694730874554
6.53333333333333e-05,0.138723612657883,0.0562627462274561,0.038825800451179275
6.96e-05,0.119953682150639,0.0592545755287424,0.03882090757259306
7.38666666666667e-05,0.0886702920023854,0.0623330830670978,0.038816016094514336
7.81333333333333e-05,-0.0740043816633355,0.0608310198253195,0.038811126016341874
8.24e-05,0.132467855919252,0.0841390118212277,0.038806237337474805
8.66666666666667e-05,-0.0489770672747879,0.0973028777939637,0.038801350057312584
9.09333333333333e-05,0.0949279521915105,0.117862225967744,0.038796464175255035
9.52e-05,0.0573877908438141,0.0423750362250341,0.0387915796907023
9.94666666666667e-05,0.0699014840785355,0.0595288718579732,0.03878669660305487
0.0001058666666666,-0.020820843034963,0.065327119968634,0.03877937458947069
0.0001144,0.0605171752240812,0.0467925728970708,0.038769616788270886
0.0001229333333333,0.0354906630630512,0.0599527665462973,0.03875986456391864
0.0001314666666666,-0.0114344738814628,0.0536458704313983,0.038750117911634234
0.00014,-0.058359650870371,0.0732099104942305,0.03874037682664339
0.0001485333333333,0.195039092520199,0.0436019548187674,0.03873064130417765
0.0001570666666666,0.104316700669755,0.0542379118818106,0.03872091133947363
0.0001656,0.0198509859144684,0.0675918968060346,0.038711186927773415
0.0001741333333333,0.0229797996613748,0.0639812279774118,0.038701468064324826
0.0001826666666666,-0.0395873623901137,0.0377499847854826,0.038691754744380795
0.0001912,0.0699063915700007,0.0490330604504827,0.038682046963199636
0.0001997333333333,0.0417514047125149,0.0452910485645728,0.03867234471604544
0.0002125333333333,0.0182891869702533,0.0326917566818855,0.03865780171126739
0.0002296,0.0104690877775586,0.0497365592239863,0.03863843036321543
0.0002466666666666,0.0527032142513923,0.0510371067080486,0.03861908106629243
0.0002637333333333,0.0386263458637286,0.0353629926797585,0.03859975378286714
0.0002808,0.0104716747007072,0.0335513238389494,0.038580448475394255
0.0002978666666666,0.0573985062224209,0.0395383320670242,0.038561165106413754
0.0003149333333333,-0.0082970043791054,0.0323377575774448,0.03854190363855041
0.000332,0.0902485454505566,0.0540558610984696,0.03852266403451416
0.0003490666666666,0.0401949805390052,0.0447934463922338,0.03850344625709957
0.0003661333333333,0.082429384671759,0.0374013785190525,0.03848425026918521
0.0003832,0.0292473163623466,0.0355091114291727,0.03846507603373415
0.0004002666666666,0.0558397134082143,0.0231147596261085,0.03844592351379331
0.0004258666666666,0.0331600346724825,0.0209860414011827,0.03841723536983418
0.00046,0.005788094071474,0.033046820201675,0.03837906017209072
0.0004941333333333,-0.0200197256399078,0.0273444705043273,0.03834097117544067
0.0005282666666666,0.058974905174134,0.0175512183301436,0.038302968088245015
0.0005624,0.059758822434246,0.026421605813801,0.03826505062017882
0.0005965333333333,0.0464647413653823,0.006156703344908,0.03822721848222421
0.0006306666666666,0.0065787898542546,0.0178558743828052,0.03818947138666233
0.0006648,0.0480325412092548,0.0194885153377996,0.03815180904706638
0.0006989333333333,0.0644587485774715,0.0259510001603954,0.03811423117829474
0.0007330666666666,0.0206620410152927,0.0204524315727687,0.038076737496483055
0.0007672,0.0801047390187875,0.0334316832062548,0.038039327719037466
0.0008013333333333,0.0503860538315497,0.0344327252751359,0.03800200156462782
0.0008525333333333,0.0648579848302002,0.0103030522852818,0.037946168513885284
0.0009208,0.0261464893291852,0.0117541588125986,0.03787201452328629
0.0009890666666666,0.0316248778279404,0.0174214853378291,0.03779819002389442
0.0010573333333333,0.03905862669988,0.0160024030142576,0.037724692824516584
0.0011256,0.0222463387186718,0.0121815748130937,0.03765152075334635
0.0011938666666666,0.0586190838700682,0.0297894704926831,0.03757867165774959
0.0012621333333333,0.0132587401477988,0.0270642034245911,0.037506143404053144
0.0013304,0.0476763532776718,0.0182131177869602,0.03743393387733711
0.0013986666666666,0.010137087888946,0.0161112827841181,0.037362040981228944
0.0014669333333333,0.071538935022637,0.0252612524695573,0.03729046263770029
0.0015352,0.0332173469195129,0.0132739501260751,0.03721919678686739
